Name,US GDP (AR) CONA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CONA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CONA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CONA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CONA,US GDP - (AR) CURA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CURA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CURA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CURA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CURA,US IMPLICIT DEFLATOR - GDP SADJ,US IPD - PERSONAL CONSUMPTION EXPENDITURES SADJ,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US PPI - FINISHED GOODS SADJ,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,"US CIVILIAN LABOR FORCE, (16 YRS & OVER) VOLA",US TOTAL CIVILIAN EMPLOYMENT VOLA,US CIVILIAN NONINSTITUTIONAL POPULATION - 16 YRS & OVER VOLN,US UNEMPLOYMENT RATE SADJ,US EMPLOYED - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US AVG WKLY HOURS - TOTAL PRIVATE NONFARM VOLA,US FEDERAL FUNDS RATE (AVG.),US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-3 MONTH,US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-6 MONTH,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 1 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 5 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 10YEAR,US STANDARD & POOR'S INDEX OF 500 COMMON STOCKS(MONTHLY AVE NADJ,US DOW JONES INDUSTRIALS SHARE PRICE INDEX (EP) NADJ,US NEW YORK STOCK EXCHANGE COMPOSITE SHARE PRICE INDEX,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US NET PRIVATE SAVING CURA,US NET GOVERNMENT SAVING CURA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CONA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CONA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CURA,US NONRESIDENTIAL PRIV FIXED INVEST-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CURA,US NET WORTH - HOUSEHOLDS & NONPROFITS (FOF) CURN,US TOTAL ASSETS - HHOLDS & NONPROFITS CURN,US FINANCIAL LIABILITIES - HOUSEHOLDS & NONPROFITS(FOF) CURN,"US GDP IN REAL TERMS,POTENTIAL OUTPUT (AR) CONA",US RATIO OF POTENTIAL AND ACTUAL REAL GDP (AR) SADJ
Code,USGDP...D,USCNPER.D,USCNDURBD,USCNNONDD,USCNSERVD,USGFCF..D,USINVCH.D,USEXNGS.D,USIMNGS.D,USCNGOV.D,USGDP...B,USCNPER.B,USCNDURBB,USCNNONDB,USCNSERVB,USGFCF..B,USINVCH.B,USEXNGS.B,USIMNGS.B,USCNGOV.B,USGDPIPDE,USIPDCONE,USCONPRCE,USCPXFDEE,USPROPRCE,USIPTOT.G,USLABFRCE,USEMPTOTO,USCIVILPF,USUN%TOTQ,USEMPALLO,USHKIP..O,USFEDFUN,USTRB3AV,USYTB6SM,USTRCN1.,USTRCN5.,USTRCN10,US500STK,USSHRPRCF,USNYSCOM,USCYLEAD,USSVNP..B,USFSLBALB,USNRSSTRD,USINVPDED,USGPDRESD,USNRSSTRB,USINVPDEB,USGPDRESB,US15XXWAA,US15XFTAA,US15XXXLA,USOCFPGDD,USOCFRGDQ
Q1 1950,1696.8,1118.9,70.8,498.4,530.1,197.3,6.6,48.3,50.9,397.9,275.2,183.1,27.7,94.8,60.6,42.3,2,11.7,9.5,45.6,16.222,16.364,23.587,#NA,27.2,15.873,61651,57705,104733,6.4,43593,#NA,#NA,1.1,#NA,#NA,#NA,#NA,17.147,206.05,#NA,#NA,27.6,-7.4,76.9,41.5,132.6,9.1,15.1,18.1,#NA,#NA,#NA,#NA,#NA
Q2 1950,1747.3,1136.8,71.2,503.7,545.5,215.6,9.5,48.9,53.7,404.3,284.6,187,28.1,96.3,62.5,47,2.8,11.9,10.2,46.1,16.286,16.449,23.767,#NA,27.5,17.205,62220,58761,105020,5.6,44726,#NA,#NA,1.15,#NA,#NA,#NA,#NA,18.34,209.11,#NA,#NA,24.3,3.5,80.8,46.2,145.4,9.5,17.1,20.4,#NA,#NA,#NA,#NA,#NA
Q3 1950,1815.8,1195.3,89.1,512.7,553.2,231.7,12.7,50.1,66.3,396.7,302,200.7,35.6,100.9,64.2,52,4.2,12.3,13,45.9,16.63,16.79,24.203,#NA,28.5,18.588,62355,59458,105248,4.6,46027,#NA,#NA,1.22,#NA,#NA,#NA,#NA,18.297,226.36,#NA,#NA,18.2,15.3,85.5,51.1,153.4,10.3,19.3,22.3,#NA,#NA,#NA,#NA,#NA
Q4 1950,1848.9,1160.1,77.8,501.9,559.6,226.9,40.7,54.1,66.4,422.3,313.4,198.1,31.5,100.9,65.7,51.9,14,13.5,13.7,49.5,16.95,17.079,24.693,#NA,29.5,18.909,62261,59643,104982,4.2,46782,#NA,#NA,1.34,#NA,#NA,#NA,#NA,19.817,235.41,#NA,#NA,27.4,15.9,87.6,50.3,146.2,11,19.6,21.3,#NA,#NA,#NA,#NA,#NA
Q1 1951,1871.3,1187.4,80.2,514.6,569.1,218.4,25.2,56.9,66.4,467.2,329,209.4,33.8,107.8,67.8,51.7,10.4,15,14.9,57.4,17.582,17.635,25.697,#NA,30.7,19.29,62082,59899,104692,3.5,47579,#NA,#NA,1.37,#NA,#NA,#NA,#NA,21.613,247.94,#NA,#NA,18.8,19.9,87.9,48.2,138.4,11.5,19.4,20.8,#NA,#NA,#NA,#NA,#NA
Q2 1951,1903.1,1154.5,68.2,508.8,573,208.4,36.7,62.5,64.2,531.4,336.7,205.1,28.9,107.4,68.8,50.1,14.8,17.1,15.2,64.7,17.69,17.769,25.947,#NA,31,19.35,61822,59899,104507,3.1,47958,#NA,#NA,1.49,#NA,#NA,#NA,#NA,21.8,242.64,#NA,#NA,32,12.5,90.9,48.3,119.8,12.2,19.7,18.2,#NA,#NA,#NA,#NA,#NA
Q3 1951,1941.1,1167.9,66.8,520.2,578.2,205,24.1,64,58.8,591.5,343.6,207.8,28.3,109.4,70,49.6,9.7,18.1,14.3,72.6,17.7,17.793,25.933,#NA,30.7,18.889,61938,59954,104543,3.2,48008,#NA,#NA,1.6,#NA,#NA,#NA,#NA,22.767,271.16,#NA,#NA,34.2,7.7,90.4,49.3,112.1,12.3,20.2,17.2,#NA,#NA,#NA,#NA,#NA
Q4 1951,1944.4,1174.9,66.2,526,580.3,202.9,10.3,63.4,57.2,623.9,348,211.8,28.4,112,71.3,49.6,4.7,18.2,14,77.6,17.896,18.025,26.317,#NA,30.9,19.019,62225,60114,104747,3.4,48155,#NA,#NA,1.61,#NA,#NA,#NA,#NA,23.16,269.23,#NA,#NA,33.4,8.7,86.9,48.8,113.2,11.9,20.2,17.5,#NA,#NA,#NA,#NA,#NA
Q1 1952,1964.7,1178.1,66.9,522.6,588.2,205.3,13,66.8,63.9,643.7,351.3,213.1,28.9,111.4,72.8,50.5,4.7,18.7,15,79.2,17.879,18.092,26.417,#NA,30.8,19.46,62191,60277,104863,3.1,48442,#NA,#NA,1.57,#NA,#NA,#NA,#NA,23.917,269.46,#NA,#NA,32.4,9.8,87,49.1,116.1,12,20.4,18,1153.41,1239.39,85.97,#NA,#NA
Q2 1952,1966,1200.7,68.1,534.9,595.8,208.1,-3.2,59.4,63.6,665.3,352.2,217.3,29.1,113.7,74.4,51.4,-1.5,16.6,14.6,83.1,17.913,18.096,26.487,#NA,30.7,19.179,61960,60108,105007,3,48516,#NA,#NA,1.65,#NA,#NA,#NA,#NA,23.95,274.26,#NA,#NA,29.6,5.8,87.6,49.8,118.3,12.1,20.8,18.5,1173.9,1264.05,90.15,#NA,#NA
Q3 1952,1978.8,1206,63.6,543.5,604,195.4,14.5,54.7,67.4,672,358.5,219.8,27.6,115.9,76.3,48.3,5.6,15.2,15.3,84.9,18.119,18.223,26.667,#NA,30.7,19.74,62099,60094,105343,3.2,48795,#NA,#NA,1.78,#NA,#NA,#NA,#NA,25.013,270.61,#NA,#NA,32.8,4.4,88.4,42.4,117.1,12.2,17.7,18.5,1184.86,1278.02,93.16,#NA,#NA
Q4 1952,2043.8,1248.3,75.2,550.8,613.6,210.2,14.4,55.2,73.4,684.1,371.4,227.9,31.7,117.9,78.3,51.9,5.3,15.3,16.3,87.4,18.172,18.258,26.697,#NA,30.4,21.153,62361,60611,105703,2.8,49859,#NA,#NA,1.89,#NA,#NA,#NA,#NA,25.11,291.9,#NA,#NA,32.2,7,91.7,47.8,123.4,12.6,19.9,19.4,1185.75,1283.38,97.64,#NA,#NA
Q1 1953,2082.3,1263.4,78.1,555,618.8,218.7,11.7,54.2,71.7,707.1,378.4,231.5,33.3,118.1,80.1,54,3.9,15.1,15.8,89.7,18.172,18.325,26.62,#NA,30.3,21.574,63539,61831,106672,2.7,50319,#NA,#NA,1.98,#NA,#NA,#NA,#NA,26.01,279.87,#NA,#NA,32.9,7.2,94.5,51.1,125.3,13.1,21.2,19.7,1193.47,1293.42,99.94,#NA,#NA
Q2 1953,2098.1,1271.2,77.6,557.5,627.2,219.9,11.4,54.5,75.4,722.6,382,233.3,33.1,118.1,82.1,54.6,3.6,15.2,16.4,91.8,18.206,18.351,26.72,#NA,30.3,21.875,62948,61306,106905,2.6,50482,#NA,#NA,2.15,#NA,2.43,2.81,3,24.5,268.26,#NA,#NA,33.2,6.7,96.3,51.1,125.6,13.5,21.3,19.8,1191.99,1296.42,104.43,#NA,#NA
Q3 1953,2085.4,1268.2,77.2,553.6,630.9,220,7,56.7,75.1,713.9,381.1,234,32.7,117.6,83.8,55.1,2.3,15.8,16.3,90.3,18.276,18.453,26.843,#NA,30.4,21.895,62867,61151,107140,2.7,50463,#NA,#NA,1.96,#NA,2.29,2.75,2.92,23.983,264.04,#NA,#NA,32.2,7,96.8,52.8,120.9,13.7,22.1,19.2,1203.74,1310.79,107.04,#NA,#NA
Q4 1953,2052.5,1259.7,74.8,553.2,627,217.7,-6,54.8,71.4,711.9,375.9,233.5,31.8,117.5,84.2,54.4,-2,15.2,15.5,90.5,18.316,18.534,26.89,#NA,30.4,20.863,62870,60536,107503,3.7,49950,#NA,#NA,1.47,#NA,1.71,2.39,2.64,24.433,280.9,#NA,#NA,30.1,0.4,98.6,51.2,119.9,14,21.4,18.9,1219.71,1330.09,110.38,#NA,#NA
Q1 1954,2042.4,1264.3,72.5,557.3,634.3,214.2,-5.3,52.4,67.3,692.6,375.3,235.5,31.1,118.7,85.7,53.5,-2,14.4,14.8,88.6,18.375,18.628,26.953,#NA,30.4,20.201,63629,60291,107877,5.3,49335,#NA,1.17,1.06,#NA,1.23,2.05,2.44,26.017,303.51,#NA,#NA,32.7,0.2,99.5,48.4,121.1,13.9,20.6,19,1240.76,1350.92,110.16,#NA,#NA
Q2 1954,2044.3,1280.1,76.1,555.4,647.5,217.7,-8.5,59.9,73.3,668,376,238.3,31.8,118.8,87.6,54.6,-3.4,16.4,16.2,86.2,18.392,18.614,26.91,#NA,30.5,20.121,63651,59962,108177,5.8,49013,#NA,0.8,0.79,#NA,0.88,1.9,2.35,28.44,333.53,#NA,#NA,31,1.4,100.3,47.3,129,13.9,20.4,20.3,1260.53,1375.06,114.53,#NA,#NA
Q3 1954,2066.9,1297.1,76.5,562.6,658.3,226.4,-6.8,58,68.9,651.9,380.8,240.7,31.4,119.9,89.4,56.8,-2.1,15.9,15.3,84.8,18.425,18.558,26.84,#NA,30.4,20.221,63739,59926,108443,6,48847,#NA,1.03,0.88,#NA,0.92,1.9,2.35,30.77,360.46,#NA,#NA,30.8,1.7,100,49.5,136.8,13.9,21.1,21.8,1296.1,1413.5,117.39,#NA,#NA
Q4 1954,2107.8,1324,81.4,572,665.3,231.5,-2.6,60.6,69.6,647.8,389.5,245.5,33.2,121.3,91,58.1,-0.3,16.6,15.5,85,18.477,18.543,26.757,#NA,30.3,20.783,63669,60248,108786,5.3,49151,#NA,0.99,1.02,#NA,1.17,2.09,2.47,33.53,404.39,#NA,#NA,33.2,3.1,99.6,49.5,145.5,13.8,21.1,23.2,1312.73,1435.37,122.65,#NA,#NA
Q1 1955,2168.5,1353.5,89,576.3,675.8,240.9,10.1,62.9,73.7,647.1,402.6,251.8,36.5,122.3,93,60.4,3.8,17.3,16.2,85.4,18.566,18.607,26.793,#NA,30.4,21.905,63829,60815,109130,4.7,49701,#NA,1.34,1.22,#NA,1.52,2.39,2.65,36.297,409.7,#NA,#NA,34.2,6.6,102.7,49.9,156.3,14.3,21.1,25,1332.48,1458.41,125.93,#NA,#NA
Q2 1955,2204,1379.1,94,586.2,680.1,251.2,14.9,61.4,77.9,640.5,410.9,256.9,38.8,124,94.1,63.5,4.6,16.9,17.1,86,18.644,18.63,26.757,#NA,30.4,22.857,64476,61643,109534,4.4,50516,#NA,1.5,1.48,#NA,1.85,2.57,2.76,38.38,451.38,#NA,#NA,36.6,10,105.3,54.3,158.6,14.7,23.1,25.6,1368.08,1500.95,132.87,#NA,#NA
Q3 1955,2233.4,1396.1,97.2,590.7,686.5,256.8,13.6,65.5,79.1,644.5,419.5,261.1,40.5,125,95.6,65.7,4.3,18.1,17.4,87.7,18.783,18.704,26.777,#NA,30.4,23.208,65451,62753,109884,4.1,51120,#NA,1.94,1.86,#NA,2.25,2.81,2.95,43.153,466.62,#NA,#NA,38,8.7,108.7,57.7,155.2,15.4,25,25.2,1406.41,1544.94,138.52,#NA,#NA
Q4 1955,2245.3,1413.3,94.3,602.9,699.6,257,18.8,65.8,82,630.5,426,265.1,39.4,127.5,98.2,66.6,7.2,18.3,18.1,86.8,18.973,18.761,26.857,#NA,30.6,23.759,66101,63311,110186,4.2,51609,#NA,2.36,2.34,#NA,2.53,2.83,2.91,44.143,488.4,#NA,#NA,38,11.7,111.4,59.4,148.6,16.2,26.3,24.2,1425.2,1569.05,143.86,#NA,#NA
Q1 1956,2234.8,1415.5,89.9,609,706.7,251.5,15.9,68.9,85.4,630,428.3,266.7,37.7,129.1,99.9,66.6,6.4,19.4,18.9,88.2,19.165,18.84,26.86,#NA,30.8,23.849,66239,63561,110483,4,52146,#NA,2.48,2.33,#NA,2.56,2.84,2.9,45.357,511.79,#NA,#NA,39,12.8,114.9,56.5,144.7,17.4,25.4,23.7,1467.47,1613.16,145.69,#NA,#NA
Q2 1956,2252.5,1420.2,90,607.3,715,253.5,11,73.5,85,643.3,434.2,269.4,37.8,130,101.6,67.8,3.6,20.9,19,91.5,19.276,18.967,27.037,#NA,31.2,23.749,66563,63765,110788,4.2,52488,#NA,2.69,2.57,#NA,2.87,3.08,3.08,46.953,492.78,#NA,#NA,40.6,11.2,119,56.6,143.8,18,25.9,23.9,1473.6,1624.58,150.98,#NA,#NA
Q3 1956,2249.8,1423.4,88.3,607.8,723.7,253.2,8.5,76,85.8,637.3,439.3,272.6,37.6,131.3,103.7,68.9,3.6,21.8,19.3,91.6,19.524,19.154,27.317,#NA,31.4,23.618,66713,63950,111113,4.1,52395,#NA,2.81,2.58,#NA,3.07,3.33,3.27,48.037,475.25,#NA,#NA,42,12.2,119.7,57.1,141,18.6,26.8,23.5,1488.58,1643.02,154.44,#NA,#NA
Q4 1956,2286.5,1442.8,91.2,612.3,734.2,251.4,7.5,79.4,81.9,653.6,448.1,278,39.4,132.7,105.8,69,2.2,23.1,18.5,94.4,19.599,19.268,27.55,#NA,31.9,24.48,66634,63894,111431,4.1,52844,#NA,2.93,3.03,#NA,3.47,3.55,3.47,46.147,499.47,#NA,#NA,42.4,11.6,119.5,57,138.8,18.7,27.2,23,1521.11,1680.26,159.15,#NA,#NA
Q1 1957,2300.3,1452.7,93.1,614.3,738.8,251.4,4,84.6,88.4,667.2,457.2,282.4,40.6,134.5,107.4,69.6,2.2,24.9,20.1,98.2,19.876,19.442,27.777,28.6,32.1,24.711,66740,64098,111720,3.9,53047,#NA,2.93,3.1,#NA,3.39,3.44,3.4,44.31,474.81,#NA,#NA,42.5,10.9,118.4,58,136.8,18.8,28.2,22.6,1527.38,1687.71,160.33,#NA,#NA
Q2 1957,2294.6,1455.1,90.7,617.3,744.6,249,5.9,82.1,89.1,662.8,459.2,284.7,40.1,135.8,108.8,69.3,2.7,24.4,20.3,98.4,20.012,19.568,28.013,28.833,32.4,24.4,66798,64076,112045,4.1,53151,#NA,3,3.14,#NA,3.54,3.67,3.63,46.46,503.29,#NA,#NA,44,8.6,118.3,57.8,133.5,19,28.1,22.2,1560.62,1725.96,165.34,#NA,#NA
Q3 1957,2317,1467,90,626.3,749.2,251.5,8.6,79.8,87.3,668,466.4,289.3,39.8,139.2,110.4,70.4,2.8,23.8,19.8,99.9,20.131,19.722,28.263,29.033,32.6,24.49,67035,64207,112431,4.2,53061,#NA,3.23,3.35,#NA,3.96,4.01,3.93,46.11,456.3,#NA,#NA,43.1,8.5,118.4,59.8,131.7,19.1,29.3,22,1551.38,1719.85,168.47,#NA,#NA
Q4 1957,2292.5,1467.8,88.9,623.3,758.1,246.9,-8,77.3,87.5,680.2,461.5,291,39.4,138.9,112.7,69.4,-4.5,23,19.6,102.3,20.133,19.822,28.4,29.267,32.9,23.458,67196,63879,112866,4.9,52569,#NA,3.25,3.31,#NA,3.59,3.63,3.63,40.64,435.69,#NA,#NA,39.3,2,117.7,57.5,131.5,18.9,28.6,21.9,1556.13,1727.68,171.55,#NA,#NA
Q1 1958,2230.2,1447.3,82.8,615.8,759.9,231.6,-10,69.7,88.8,672.5,454,290.5,37.4,139.5,113.6,64.5,-4,20.5,19.5,101.8,20.355,20.074,28.737,29.4,33.3,22.135,67173,62950,113236,6.3,51651,#NA,1.86,1.76,#NA,2.16,2.77,3.04,41.497,446.76,#NA,#NA,38.3,-0.5,115.5,51.3,126.3,18.1,25.5,20.9,1588.08,1758.89,170.81,#NA,#NA
Q2 1958,2243.4,1458.9,81.4,620.3,772.9,225.1,-8.7,70,92.5,689.4,458.1,293.4,36.6,140.8,116,63,-4.2,20.5,20.1,105.4,20.419,20.114,28.93,29.533,33.2,21.765,67739,62745,113532,7.4,50950,#NA,0.94,0.96,#NA,1.35,2.44,2.92,43.597,478.18,#NA,#NA,38.2,-5.7,111.7,48.7,126.6,17.6,24.4,21,1612.85,1787.21,174.36,#NA,#NA
Q3 1958,2295.2,1482.2,83,630.8,783.4,228.3,4.4,70.2,91.3,693.6,471.7,298.5,37.3,142.8,118.4,63.9,1.5,20.6,19.7,106.9,20.553,20.137,28.913,29.633,33.2,22.917,67954,62979,113846,7.3,51259,#NA,1.32,1.68,#NA,2.39,3.25,3.5,47.547,532.09,#NA,#NA,42.4,-3.8,109.1,48.3,135.9,17.3,24.1,22.5,1667.01,1844.76,177.75,#NA,#NA
Q4 1958,2348,1500.9,86.1,638.3,787.8,242.3,11.5,70.1,96.4,708.3,485,302.3,38.5,143.9,119.9,68,5.2,20.6,20.8,109.7,20.656,20.143,28.943,29.8,33.2,23.949,67814,63498,114283,6.4,51839,#NA,2.16,2.69,#NA,3.19,3.77,3.8,52.313,583.65,#NA,#NA,46.2,0.2,110.8,50.8,150.3,17.6,25.5,24.9,1698.1,1881.71,183.61,#NA,#NA
Q1 1959,2392.9,1525.9,91,645,796.6,257.2,9.2,74.7,98.3,703.7,495.4,310,41.5,146.1,122.4,72.3,3.9,21.8,21.4,108.9,20.704,20.315,28.993,29.933,33.2,25.001,67884,63940,114714,5.8,52728,#NA,2.57,2.77,3.12,3.5,3.99,3.99,55.513,601.71,#NA,41.867,46.1,6.3,110.4,53.6,167.4,17.4,27.1,27.8,1717.27,1903.44,186.17,#NA,#NA
Q2 1959,2455.8,1551.7,94.6,650.6,812.1,265.6,23.4,77.2,103.3,714.4,508.4,316,43.2,147.6,125.1,74.9,7.3,22.6,22.5,110.2,20.704,20.364,29.043,30.1,33.2,26.214,68265,64772,115139,5.1,53516,#NA,3.08,3,3.37,3.92,4.32,4.26,57.507,643.6,#NA,42.533,49.8,8.8,113.8,55.3,173.4,18,28.1,28.8,1744.14,1937.37,193.23,#NA,#NA
Q3 1959,2453.9,1569.2,96.5,654.2,824.2,268.8,2.7,79.6,104.5,723.4,509.3,321.2,44.1,149.3,127.8,76.1,0.4,23.5,22.9,111,20.753,20.469,29.193,30.233,33.2,25.142,68505,64875,115551,5.3,53523,#NA,3.58,3.54,4.13,4.6,4.68,4.5,58.73,631.68,#NA,42.367,42.8,7.1,117.2,57.1,170.1,18.6,29.1,28.3,1755.15,1954.41,199.26,#NA,#NA
Q4 1959,2462.6,1571.4,91.6,658.7,835,265.2,14,77.4,101.8,715.6,513.2,323.3,41.8,150.9,130.6,75.2,4.1,23.1,22.5,110,20.84,20.575,29.37,30.433,33,25.262,68783,64927,115918,5.6,53723,#NA,3.99,4.23,4.64,4.92,4.83,4.58,57.763,679.36,#NA,42.033,45.6,6.4,116.3,57,165.1,18.5,29.2,27.5,1787.04,1993.18,206.15,#NA,#NA
Q1 1960,2517.4,1585.6,94.7,658.4,844.9,274.5,34.2,87.2,105.6,701.3,526.9,326.9,43.2,150.8,132.8,77.9,11.2,26,23.3,108.3,20.931,20.615,29.397,30.567,33.2,26.785,68770,65213,116708,5.1,54415,#NA,3.93,3.87,4.22,4.57,4.64,4.49,56.277,616.59,#NA,41.933,47.6,16,121.1,59,169.9,19.4,30.2,28.4,1790.49,1997.7,207.22,#NA,#NA
Q2 1960,2504.8,1605.1,96.9,666,853,268.9,9.7,92.7,106.3,707,526.1,332.7,44.1,153.6,135,76.5,3.2,27.6,23.5,109.5,21.004,20.729,29.573,30.633,33.4,26.204,69713,66061,117037,5.2,54544,#NA,3.7,2.99,3.29,3.87,4.3,4.26,56.07,640.62,#NA,41.633,43,12.4,122.6,60.1,155.9,19.5,30.9,26.1,1807.15,2021.05,213.91,#NA,#NA
Q3 1960,2508.7,1598.5,96.1,661.4,853.3,261.7,14,90.4,103.1,724.1,528.9,332.7,43.6,153,136.1,74.4,4.3,27,22.9,113.4,21.084,20.812,29.59,30.6,33.4,25.773,69912,66024,117411,5.5,54268,#NA,2.94,2.36,2.71,3.07,3.67,3.83,55.72,580.14,#NA,41.767,44.2,10.9,122.8,57.6,151.2,19.4,29.6,25.3,1795.1,2013.55,218.45,#NA,#NA
