Name,US GDP (AR) CONA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CONA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CONA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CONA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CONA,US GDP - (AR) CURA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CURA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CURA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CURA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CURA,US IMPLICIT DEFLATOR - GDP SADJ,US IPD - PERSONAL CONSUMPTION EXPENDITURES SADJ,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US PPI - FINISHED GOODS SADJ,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,"US CIVILIAN LABOR FORCE, (16 YRS & OVER) VOLA",US TOTAL CIVILIAN EMPLOYMENT VOLA,US CIVILIAN NONINSTITUTIONAL POPULATION - 16 YRS & OVER VOLN,US UNEMPLOYMENT RATE SADJ,US EMPLOYED - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US AVG WKLY HOURS - TOTAL PRIVATE NONFARM VOLA,US FEDERAL FUNDS RATE (AVG.),US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-3 MONTH,US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-6 MONTH,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 1 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 5 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 10YEAR,US STANDARD & POOR'S INDEX OF 500 COMMON STOCKS(MONTHLY AVE NADJ,US DOW JONES INDUSTRIALS SHARE PRICE INDEX (EP) NADJ,US NEW YORK STOCK EXCHANGE COMPOSITE SHARE PRICE INDEX,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US NET PRIVATE SAVING CURA,US NET GOVERNMENT SAVING CURA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CONA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CONA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CURA,US NONRESIDENTIAL PRIV FIXED INVEST-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CURA,US NET WORTH - HOUSEHOLDS & NONPROFITS (FOF) CURN,US TOTAL ASSETS - HHOLDS & NONPROFITS CURN,US FINANCIAL LIABILITIES - HOUSEHOLDS & NONPROFITS(FOF) CURN,"US GDP IN REAL TERMS,POTENTIAL OUTPUT (AR) CONA",US RATIO OF POTENTIAL AND ACTUAL REAL GDP (AR) SADJ
Q4 1960,2476.2,1600.3,93.6,662,862.1,260.7,-16.3,92.2,98.3,729.1,523.6,334.6,42.4,153.9,138.3,73.9,-5.8,27.5,21.7,115.1,21.146,20.909,29.78,30.767,33.7,25.152,70239,65840,117824,6.3,53950,#NA,2.3,2.31,2.63,2.99,3.75,3.89,55.333,615.89,#NA,41.667,42.3,6.6,127.5,55.6,151,20,28.6,25.3,1848.72,2072.55,223.83,#NA,#NA
Q1 1961,2491.2,1600.2,88,666.3,871.3,257.4,-7.2,91.6,97.8,738.6,527.9,335.1,39.9,155.2,140.1,72.8,-2.5,27.5,21.7,116.7,21.192,20.944,29.84,30.833,33.6,24.771,70523,65738,118254,6.8,53634,#NA,2,2.35,2.54,2.87,3.64,3.79,62.003,676.63,#NA,42.367,45,6.6,126.9,53.8,151.6,19.9,27.6,25.3,1902.3,2126.97,224.68,#NA,#NA
Q2 1961,2538,1624.2,89.9,673.3,887.2,261.2,6.2,90.3,99,740.3,539,340.1,40.9,156,143.2,74,1.8,27.4,21.9,117.6,21.237,20.939,29.83,30.933,33.3,25.753,70532,65605,118636,7,53795,#NA,1.73,2.3,2.49,2.94,3.62,3.79,65.983,683.96,#NA,43.667,48.4,4.8,124.8,56.4,152.1,19.6,28.8,25.5,1919.96,2150.61,230.65,#NA,#NA
Q3 1961,2579.1,1632.1,92.1,673.7,890.6,267.4,21.3,89.8,105.6,754.9,549.4,343,42.1,156.5,144.4,75.7,6.7,27.2,23.3,120.2,21.303,21.016,29.947,31.067,33.3,26.575,70429,65667,119001,6.8,54270,#NA,1.68,2.3,2.6,3.01,3.9,3.98,66.83,701.21,#NA,44.6,52.7,7,124.8,57.1,160.3,19.7,29.1,26.9,1954.34,2189.16,234.82,#NA,#NA
Q4 1961,2631.8,1664.9,96.7,683.2,906.7,276.4,17.6,92.6,108.1,771.4,562.5,350.3,44.2,158.6,147.5,78.2,6,28.3,23.9,123.6,21.375,21.039,29.99,31.167,33.4,27.506,70315,65967,119190,6.2,54712,#NA,2.4,2.46,2.75,3.1,3.84,3.97,70.273,731.14,#NA,45.7,54.7,9.3,124.2,60.6,165.7,19.6,30.8,27.8,2006.48,2248.36,241.88,#NA,#NA
Q1 1962,2679.1,1682.7,98.9,689.3,914.8,282.4,27.9,92.4,111.4,785.2,576,355.6,45.2,160.6,149.8,80,9.4,28.3,24.3,127.2,21.501,21.13,30.107,31.233,33.5,27.917,70337,66380,119379,5.6,55118,#NA,2.46,2.72,2.91,3.21,3.84,4.02,69.86,706.95,#NA,46.433,58.8,7.3,126.5,62.2,168.7,20,31.6,28.4,2018.78,2261.95,243.17,#NA,#NA
Q2 1962,2708.4,1703.1,101.4,692.5,929.4,290.9,17.5,101.3,113.8,789.4,583.2,361.2,46.4,161.9,152.8,82.5,5.4,30.7,24.9,128.3,21.533,21.208,30.22,31.367,33.4,28.188,70448,66577,119819,5.5,55624,#NA,2.61,2.72,2.8,3.02,3.63,3.87,62.223,561.28,#NA,46.267,57.9,7.2,131.1,63.7,174,20.8,32.4,29.2,1917.41,2167.7,250.29,#NA,#NA
Q3 1962,2733.3,1717,102.3,697.7,937.7,293.3,20.5,95.6,115.2,807.3,590,365.1,46.9,163.4,154.7,83.1,6.2,29,25.1,131.8,21.585,21.262,30.307,31.467,33.6,28.488,70812,66881,120368,5.6,55854,#NA,2.85,2.84,3,3.18,3.74,3.99,57.83,578.98,#NA,46.433,57.5,8.7,134.5,64,173.8,21.4,32.5,29.2,1955.39,2211.8,256.41,#NA,#NA
Q4 1962,2740,1741.5,107.1,701.9,950,291.8,12,93.5,116.6,808.5,593.3,371.3,48.9,165.2,157.2,82.6,3.4,28.4,25.6,133.2,21.653,21.324,30.38,31.533,33.6,28.729,70881,66969,121046,5.5,56041,#NA,2.92,2.81,2.88,3,3.6,3.9,59.617,652.1,#NA,47.233,57.5,7.9,131.3,64.3,173.6,20.9,32.6,29.1,2059.95,2323.97,264.03,#NA,#NA
Q1 1963,2775.9,1753.1,109.4,704.8,954.4,295.2,24.1,95.7,113.9,803.6,602.4,374.9,50,166.3,158.6,83.6,6.9,29.1,25.2,133.2,21.702,21.385,30.477,31.6,33.4,29.26,71277,67149,121640,5.8,56223,#NA,2.97,2.91,2.96,3.03,3.64,3.89,65.55,682.52,#NA,48.133,57.6,9.5,126.7,65.6,179.9,20.2,33.2,30.2,2104.62,2371.37,266.74,#NA,#NA
Q2 1963,2810.6,1770,111.9,707.8,965.1,308.9,16,106.9,116.6,802.6,611.2,379,51.3,167,160.8,87.3,4.8,32.4,25.9,133.4,21.745,21.415,30.533,31.733,33.4,30.032,71718,67635,122167,5.7,56618,#NA,2.96,2.94,3.02,3.14,3.76,3.96,69.67,706.88,#NA,49.067,59.1,11.8,132.6,67.1,192.8,21.2,33.9,32.2,2133.72,2410.06,276.33,#NA,#NA
Q3 1963,2863.5,1794,113.1,713.5,984.5,316.9,18.5,101.2,119.6,837,623.9,386,52,169.4,164.6,89.3,5.7,30.6,26.7,139,21.788,21.517,30.72,31.867,33.4,30.232,71958,67996,122670,5.5,56928,#NA,3.33,3.29,3.42,3.53,3.91,4.03,70.967,732.79,#NA,49.4,58.9,11.9,133.6,70.1,196.4,21.4,35.4,32.5,2172.21,2456.24,284.03,#NA,#NA
Q4 1963,2885.8,1809.3,115.1,713.9,998.1,327,13.3,106.3,119.2,829.4,633.5,390.7,53.1,169.9,167.7,92.3,5.1,32.2,26.8,139.9,21.951,21.595,30.803,32.033,33.5,30.743,72296,68258,123189,5.6,57300,#NA,3.45,3.5,3.63,3.73,4.01,4.12,73.273,762.95,#NA,50.033,63.1,11.1,136.3,72.9,202.4,21.9,36.8,33.7,2165,2457.93,292.94,#NA,#NA
Q1 1964,2950.5,1845.2,119.4,727.4,1013.3,339.5,14.5,112.8,119.1,832.3,649.6,400.3,55.2,174,171.1,95.5,5.1,34.2,27,141.3,22.016,21.696,30.93,32.2,33.5,31.164,72584,68614,123708,5.5,57712,38.4,3.46,3.53,3.68,3.83,4.08,4.18,77.547,813.29,#NA,50.767,67.7,8.5,139.8,74.7,214.8,22.4,37.7,35.4,2208.48,2505.43,296.96,#NA,#NA
Q2 1964,2984.8,1877.9,122.5,740.8,1027.8,338.6,13.9,114.7,121.8,837.8,658.8,408.3,56.6,177.3,174.4,96.1,4.5,34.8,27.7,142.9,22.073,21.744,30.98,32.233,33.5,31.895,73234,69402,124203,5.2,58078,38.6,3.49,3.48,3.61,3.86,4.07,4.2,80.3,831.5,#NA,51.533,72,3.7,144.5,76.2,203.9,23.4,38.5,34.2,2251.59,2557.97,306.38,#NA,#NA
Q3 1964,3025.5,1912.6,126.7,754.2,1042.2,344,16.7,113.8,125,838.3,670.5,417.2,58.4,181,177.8,97.8,4.7,34.8,28.4,144.4,22.16,21.814,31.05,32.3,33.6,32.406,73138,69480,124739,5,58645,38.5,3.46,3.5,3.62,3.77,4.05,4.19,82.877,875.37,#NA,52.467,70.4,7.8,149.3,78.8,200.6,24.3,39.8,33.7,2294.05,2607.32,313.27,#NA,#NA
Q4 1964,3033.6,1918,122.5,756.7,1056.9,346.5,16.5,117.2,128.4,835.9,675.6,419.8,56.4,182.2,181.2,99.6,5,36.2,29.3,144.3,22.27,21.888,31.193,32.467,33.6,32.897,73353,69710,125289,5,59144,38.6,3.58,3.68,3.83,3.93,4.07,4.17,84.75,874.13,#NA,53.067,73.7,9.6,150.5,81.1,197,24.8,40.9,33.8,2334.84,2656.9,322.06,#NA,#NA
Q1 1965,3108.2,1960.3,134.3,765.4,1067,362.3,36.8,104.5,123.8,834,695.7,430.5,61.9,185,183.6,104.1,11.5,33.1,28.5,144.9,22.383,21.961,31.29,32.6,33.7,34.14,73792,70188,125814,4.9,59795,38.7,3.97,3.89,3.98,4.01,4.13,4.2,86.567,889.05,#NA,53.867,75.9,13.8,158.2,87.4,197.6,26.1,44.1,33.9,2375.03,2700.74,325.71,#NA,#NA
Q2 1965,3150.2,1982,134.5,774,1081.9,372.4,26.5,124.2,138.4,844.6,708.1,437.4,61.7,188.7,187,107.3,8.6,39.1,31.7,147.4,22.48,22.071,31.49,32.7,34.1,34.932,74369,70897,126325,4.7,60480,38.7,4.08,3.87,3.93,4.02,4.15,4.21,87.43,868.03,#NA,54.3,76.7,13.3,169.2,89,199.2,28.2,44.9,34.2,2366.36,2701.63,335.26,#NA,#NA
Q3 1965,3214.1,2016,139.3,785.2,1096.9,382.5,30,117.1,139,873.8,725.2,446.6,63.6,192.6,190.5,110.4,9.3,36.9,32,154,22.563,22.153,31.583,32.733,34.2,35.663,74626,71369,126745,4.4,61227,38.6,4.07,3.87,3.97,4.08,4.2,4.25,86.927,930.58,#NA,54.567,82.6,6.2,171,93.9,200,28.5,47.5,34.3,2441.72,2783.9,342.18,#NA,#NA
Q4 1965,3291.8,2072.7,145.3,812.5,1115.1,391.1,24,125.5,145.8,892.7,747.5,460.6,65.9,199.9,194.8,114.2,7.6,39.5,33.9,159.6,22.707,22.221,31.75,32.9,34.5,36.385,74909,71827,127169,4.1,62012,38.6,4.17,4.17,4.33,4.46,4.51,4.47,91.757,969.26,#NA,55.767,81.6,6.2,178.8,97.6,195.6,30.4,49.3,34.5,2517.45,2868.97,351.52,#NA,#NA
Q1 1966,3372.3,2103.2,152.3,819.9,1125.4,405.7,42.4,123.3,149.5,908.7,770.8,471,68.9,204.3,197.8,117.9,13.9,39.4,35,163.6,22.855,22.394,32.047,33.067,34.9,37.427,75072,72173,127511,3.9,62838,38.7,4.56,4.61,4.77,4.93,4.92,4.77,91.63,924.77,511.45,56.4,81.8,12.8,183.1,103.1,200.1,31.1,51.9,34.8,2518.69,2873.64,354.96,#NA,#NA
Q2 1966,3384,2109,145.9,827.1,1139,400.5,40.3,128.7,153.2,924.8,779.9,476.1,66.3,207.9,201.9,118.4,12.3,41.5,36.2,167.9,23.048,22.575,32.337,33.4,35,38.208,75477,72594,127869,3.8,63752,38.6,4.91,4.59,4.73,4.93,4.9,4.78,88.147,870.1,485.44,56.067,81,11.5,179.6,106.8,184,31.2,54,33.2,2542.5,2906.79,364.29,#NA,#NA
Q3 1966,3406.3,2133.1,150.9,832.7,1148.9,400.3,36.3,123.9,161.8,949.7,793.4,485.3,68.8,211,205.4,118.3,11.9,40.4,38.2,175.7,23.291,22.749,32.617,33.7,35.4,38.8,75946,73088,128234,3.8,64484,38.4,5.41,5.04,5.33,5.51,5.39,5.14,81.433,774.22,436.7,55.033,81.4,9.4,183.5,107.5,178,31.9,54.5,31.9,2505.06,2873.29,368.23,#NA,#NA
Q4 1966,3433.7,2142,150.9,829.5,1164.5,388.2,49.4,128,163.7,965.1,807.1,491.1,69.1,211.7,210.2,116.1,16.5,42.4,38.8,179.8,23.505,22.926,32.883,34.033,35.5,39.17,76483,73657,128617,3.7,65024,38.3,5.56,5.21,5.41,5.44,5.21,5,79.817,785.69,462.28,54.333,88.2,6.4,177.3,109.2,159.4,31.2,55.7,29.2,2590.4,2965.1,374.7,#NA,#NA
Q1 1967,3464.1,2154.6,148.1,835.9,1178.8,379,45.8,130.4,166.1,1006.1,817.9,495.4,67.6,213.8,213.9,113.9,15.4,44,39.4,188.7,23.612,22.992,32.967,34.233,35.3,38.955,76496,73572,129044,3.8,65455,38,4.82,4.51,4.52,4.6,4.66,4.58,87.077,865.98,523.61,54.267,90.9,-2.1,179.1,105,154.6,31.7,53.9,28.3,2696.42,3070.68,374.26,#NA,#NA
Q2 1967,3464.3,2183.4,154.7,839.9,1193.1,388.8,21,129.3,164.8,1000.6,822.5,504.5,71,215.6,217.9,117.3,6.3,43.5,39,189.7,23.741,23.107,33.167,34.5,35.5,38.796,76940,74001,129527,3.8,65612,37.8,3.99,3.66,3.86,4.25,4.76,4.82,91.66,860.26,531.54,54.833,87.2,-3.6,174,106.2,172.1,30.9,54.8,31.6,2729.46,3111.39,381.92,#NA,#NA
Q3 1967,3491.8,2194.5,153.2,840.5,1210,392.6,27.8,126.1,167.1,1011,837.1,511.8,71.1,218,222.7,119.2,9.3,42.4,39.5,194,23.975,23.321,33.5,34.867,35.8,39.063,77663,74714,130166,3.8,66064,37.8,3.89,4.3,4.84,5.13,5.31,5.25,94.437,926.66,567.92,56.133,91.7,-2.1,175.9,104.7,180.8,31.5,54.3,33.4,2812.24,3200.25,388.01,#NA,#NA
Q4 1967,3518.2,2207.8,153.5,845.2,1219.5,404.8,26.4,129.7,175.9,1018,852.8,519.3,72,220.8,226.5,124.5,8.4,43.9,41.7,198.4,24.241,23.523,33.867,35.233,35.9,40.108,78292,75216,130757,3.9,66609,37.8,4.17,4.75,5.27,5.56,5.7,5.64,94.54,905.11,569.18,56.933,95.7,-1.6,176.1,108,191.3,32,56.5,36,2885.02,3282.86,397.84,#NA,#NA
Q1 1968,3590.7,2260.3,163.3,863.7,1235.1,414.7,24.4,133.5,186.2,1035.6,879.9,537.3,77.1,228.1,232.1,128.8,8.4,45.5,44.4,204.3,24.506,23.773,34.2,35.667,36.2,40.68,78021,75103,131267,3.7,67105,37.7,4.79,5.05,5.25,5.47,5.63,5.61,91.627,840.67,529.22,57.7,89.5,1.2,179.7,112.1,192.5,33.1,58.8,36.9,2884.08,3284.8,400.72,#NA,#NA
Q2 1968,3651.6,2295.1,166.4,874.7,1255.9,412.5,43.8,136.1,189.1,1040.3,904.2,551.2,79.1,233.3,238.8,129.3,14.1,47.4,45.4,207.7,24.763,24.014,34.533,36.033,36.5,41.229,78746,75950,131712,3.6,67704,37.7,5.98,5.52,5.65,5.94,5.86,5.74,98.023,897.8,592.97,57.667,93.9,0.8,178.1,109.6,197.3,33.2,58,38.2,3020.59,3433.68,413.09,#NA,#NA
Q3 1968,3676.5,2338.2,174,888.3,1272.4,418.6,23.3,144.1,200.4,1042.6,919.4,567.4,83.3,239.4,244.6,132,7.7,49.5,48.2,211.1,25.008,24.264,35,36.533,36.8,41.549,78880,76101,132250,3.5,68314,37.7,5.94,5.2,5.3,5.51,5.53,5.46,99.917,935.79,610.1,58.067,84.2,8.9,177,112.3,200.9,33.2,59.9,38.9,3074.38,3495.05,420.66,#NA,#NA
Q4 1968,3692,2348.6,172.8,888.1,1288.7,428.8,18.1,142.3,198.7,1043.3,936.3,576.3,83.6,242,250.7,138.3,6,49.2,48.2,214.6,25.362,24.537,35.433,37.067,37.1,42.18,79195,76499,132880,3.4,68983,37.6,5.92,5.59,5.69,5.84,5.78,5.77,105.213,943.75,622.79,58.967,86.1,9.9,180.6,116.2,203.4,34.8,62.6,40.9,3237.72,3671.51,433.78,#NA,#NA
Q1 1969,3750.2,2375,176,896.6,1302,442.3,33.2,125.2,180,1044.4,961,588.5,85.5,246.4,256.6,144.2,11.5,44,43.8,216.6,25.626,24.779,35.867,37.567,37.3,43,79874,77166,133476,3.4,69681,37.6,6.57,6.09,6.25,6.36,6.33,6.18,100.933,935.48,601.12,59.233,79.7,22,183.3,120.6,210.7,35.8,65.2,43.2,3245.52,3678.47,432.95,#NA,#NA
Q2 1969,3760.9,2390,175.5,901.1,1316.2,444.3,28,153.3,215.5,1040,976.3,599.9,85.9,251.1,262.9,146.4,9.2,53.9,52.7,219.5,25.958,25.1,36.433,38.167,37.8,43.188,80367,77605,134020,3.4,70345,37.6,8.33,6.2,6.34,6.57,6.53,6.35,101.673,873.19,572.36,58.867,80.2,19.3,184.9,122.1,208.4,36.7,66.4,43.4,3240.81,3684.8,444,#NA,#NA
Q3 1969,3784.2,2401,175,902.6,1329.2,451.8,30.8,149.6,212.7,1041.4,996.5,610.2,86.1,255.2,268.9,150.1,10.2,53.3,52.4,224.9,26.332,25.416,36.933,38.7,38.2,43.706,81074,78153,134595,3.6,70884,37.5,8.98,7.02,7.25,7.65,7.2,6.86,94.467,813.09,546.56,57.8,89.8,14.1,193.6,124,206.7,38.9,68,43.2,3254.77,3704.87,450.09,#NA,#NA
Q4 1969,3766.3,2419.8,174.1,908,1347.3,440.4,16,154.8,210.3,1026,1004.6,622.2,86.2,259.9,276.1,148.3,5.8,56.5,53.1,225,26.675,25.714,37.5,39.233,38.7,43.432,81505,78575,135247,3.6,71149,37.5,8.94,7.35,7.6,7.9,7.67,7.3,94.28,800.36,544.86,56.733,85.3,11.4,192.2,123.4,191.6,39.4,68.2,40.7,3260.96,3722.35,461.39,#NA,#NA
Q1 1970,3760,2434.4,171.1,917.4,1359.8,438.8,3.9,156.1,209.7,1020.5,1017.3,633.3,84.9,266.1,282.3,148.8,1.8,56.9,53.5,229.9,27.056,26.017,38.1,39.833,39.1,42.38,82210,78780,135950,4.2,71310,37.3,8.57,7.21,7.19,7.55,7.73,7.37,88.707,785.57,527.31,54.967,82.5,5.9,190.7,122.8,192,39.5,68.7,40.7,3275.31,3729.11,453.8,3752807,0.99809
Q2 1970,3767.1,2445.7,172.8,919.3,1367.2,429.1,14.8,163,213.8,1007.3,1033.2,643.3,86,269.8,287.5,148.8,5.1,60.6,55.2,230.7,27.428,26.303,38.633,40.567,39.1,42.147,82565,78636,136677,4.8,71166,37,7.88,6.68,6.83,7.45,7.77,7.71,79.2,683.53,418.51,54.1,96.4,-8.1,188.7,122.5,179.2,40.3,69.1,39.4,3184.74,3644.97,460.23,3786597,1.00518
Q3 1970,3800.5,2467.1,173.3,925.4,1384.3,436.7,14.4,162.5,213.3,1011.8,1050.7,655.3,86.9,273.6,294.7,151,5.1,60.3,56.4,235.6,27.647,26.56,39.033,41.1,39.3,41.996,82912,78616,137456,5.2,70979,36.9,6.7,6.33,6.51,6.94,7.48,7.46,78.74,760.68,487.87,54.4,100.2,-12.3,189.5,123.2,188.8,40.6,70,40.4,3303.68,3770.58,466.9,3821126,1.00543
Q4 1970,3759.8,2460.1,160.8,932.7,1395.1,437,-12.9,164,216.7,1011.8,1052.9,662,82.1,278.4,301.5,152.9,-4,61.1,57.9,238.9,28.004,26.908,39.6,41.767,39.7,41.088,83498,78643,138260,5.8,70573,36.8,5.57,5.35,5.51,5.65,6.51,6.85,86.233,838.92,531.12,54.7,97,-17.8,187.3,116.7,208.7,40.8,67.1,45,3418.87,3894.44,475.57,3856026,1.02559
Q1 1971,3864.1,2507.4,178.9,935.8,1406.8,446.8,34,164.6,214.1,995.4,1098.3,681,92.7,280.3,308,159,12.3,63.1,58.7,241.6,28.425,27.161,39.933,42.167,40.1,41.88,83676,78717,139034,5.9,70843,36.7,3.86,3.84,3.92,4.05,5.48,6.02,96.733,904.37,586.21,56.633,109.7,-18.6,186.8,118.6,219.8,41.5,68.9,48.6,3574.72,4053.09,478.37,3890640,1.00687
Q2 1971,3885.9,2530.5,182.9,939.3,1421.3,465.2,29.9,164.3,230.2,992.3,1119.1,695.1,95.5,284.1,315.5,167.9,10.9,63.1,63.3,245.3,28.798,27.469,40.3,42.6,40.5,42.26,83929,78961,139827,5.9,71179,36.8,4.56,4.25,4.45,4.99,6.15,6.25,101.467,891.14,582.51,57.933,117,-24.1,186.3,121.6,242,42.3,71,54.6,3631.34,4124.11,492.76,3925607,1.01022
Q3 1971,3916.7,2550.7,187.8,939.3,1434.8,474.1,27.9,171,235.3,991.5,1139.3,707.5,97.8,286.7,323.1,173.2,10.2,65.4,65.5,248.5,29.089,27.739,40.7,42.967,40.6,42.39,84581,79511,140603,6,71435,36.7,5.47,5.01,5.27,5.75,6.51,6.48,98.547,887.19,574.47,58.567,118,-22.7,185.6,122.7,253.9,43.1,71.7,58.3,3676.92,4182.37,505.45,3960110,1.01108
Q4 1971,3927.9,2593.2,196.1,947.1,1457.5,487.2,-2.7,156.7,219.3,984.1,1151.7,723.8,101.5,290.9,331.3,179.5,-0.3,60.3,61.9,250.3,29.322,27.911,41,43.2,40.9,43.373,85318,80229,141402,5.9,71865,36.9,4.75,4.23,4.4,4.73,5.8,5.89,96.413,890.2,596.68,59.6,118.4,-22.2,185.1,127.2,263.7,43.8,74.2,61.5,3783.31,4304.93,521.62,3994791,1.01703
Q1 1972,3997.7,2627.6,200.9,953.1,1480.6,508.9,9.9,173.3,251.4,987.7,1190.6,741.2,104.9,295.9,340.4,189.9,3.2,68.6,72.2,259.7,29.781,28.208,41.333,43.567,41.2,45.188,86208,81213,143005,5.8,72681,36.9,3.54,3.44,3.8,4.41,5.72,6.03,105.41,940.7,631.04,61.5,114.5,-13.5,189.9,131.9,281.3,45.8,77.6,66.6,3931.9,4461.06,529.16,4029553,1.00797
Q2 1972,4092.1,2677.3,205.8,976.5,1498.9,518,34,168.2,242.5,993.8,1225.9,759.8,108.1,304.4,347.3,194.5,12,67.2,71.4,263.9,29.959,28.378,41.6,43.9,41.5,46.063,86810,81875,143759,5.7,73463,36.9,4.3,3.77,4.23,4.84,5.98,6.14,108.157,929.03,627.13,62.4,108.7,-9,191,135,286.8,46.6,79.7,68.2,3976.79,4525.54,548.75,4063025,0.99289
Q3 1972,4131.1,2718.4,211.1,990.3,1518.5,523.6,35,178.4,247.5,973.3,1249.7,778.3,111.4,311.4,355.4,198.6,13.7,71.5,74.1,261.6,30.25,28.632,41.933,44.233,42,46.688,87351,82450,144523,5.6,74038,36.8,4.74,4.22,4.73,5.15,6.08,6.29,109.203,953.27,640.77,64.067,118.1,-6.4,191.4,138.1,287.5,47.3,81.8,69.6,4084.88,4649.24,564.35,4096225,0.99156
Q4 1972,4198.7,2781.7,222.6,1007.3,1547.5,547.9,13.3,185.9,258.7,979.4,1287,803.1,117,320.5,365.6,210.9,7.5,76.1,79.2,268.6,30.652,28.871,42.367,44.467,42.3,48.303,87675,83002,145215,5.4,74969,36.9,5.14,4.86,5.17,5.44,6.15,6.37,114.037,1020.02,681.79,65.8,137.7,-6.1,194.4,148.2,297.8,49,87.6,74.3,4323.719,4906.36,582.64,4127789,0.98311
Q1 1973,4305.3,2832,236.8,1018.4,1562.9,571.2,20.9,199.6,270.6,988.9,1335.5,827.7,125.1,330.3,372.3,222,10.6,84,85.4,276.7,31.02,29.228,43.033,44.8,43.6,49.664,88232,83842,145964,4.9,75974,36.9,6.54,5.7,5.99,6.31,6.58,6.6,115,951.01,629.98,66.433,137.6,4.2,200.7,156.5,307.8,51.3,92.8,77.9,4329.918,4924.21,594.29,4160135,0.96628
Q2 1973,4355.1,2830.5,233.7,1009.7,1579.9,576.1,47.2,209.2,262.8,983.1,1371.9,843.3,124.4,337,381.9,227.8,18.2,91.9,89.5,280.1,31.5,29.793,43.933,45.267,45.1,50.066,89181,84797,146720,4.9,76663,36.9,7.82,6.6,6.79,7.02,6.72,6.81,107.413,891.71,579.86,65.467,143.5,1,207,163.6,292.1,54.1,98,75.8,4354.617,4968.43,613.81,4192455,0.96265
