Name,US GDP (AR) CONA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CONA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CONA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CONA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CONA,US GDP - (AR) CURA,US PERSONAL CONSMPTN. EXPENDITURES (QUARTERLY SERIES) (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CURA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CURA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CURA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CURA,US IMPLICIT DEFLATOR - GDP SADJ,US IPD - PERSONAL CONSUMPTION EXPENDITURES SADJ,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US PPI - FINISHED GOODS SADJ,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,"US CIVILIAN LABOR FORCE, (16 YRS & OVER) VOLA",US TOTAL CIVILIAN EMPLOYMENT VOLA,US CIVILIAN NONINSTITUTIONAL POPULATION - 16 YRS & OVER VOLN,US UNEMPLOYMENT RATE SADJ,US EMPLOYED - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US AVG WKLY HOURS - TOTAL PRIVATE NONFARM VOLA,US FEDERAL FUNDS RATE (AVG.),US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-3 MONTH,US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-6 MONTH,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 1 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 5 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 10YEAR,US STANDARD & POOR'S INDEX OF 500 COMMON STOCKS(MONTHLY AVE NADJ,US DOW JONES INDUSTRIALS SHARE PRICE INDEX (EP) NADJ,US NEW YORK STOCK EXCHANGE COMPOSITE SHARE PRICE INDEX,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US NET PRIVATE SAVING CURA,US NET GOVERNMENT SAVING CURA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CONA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CONA,US NONRESIDENTIAL PRIVATE FIXED INVESTMENT- STRUCTURES (AR) CURA,US NONRESIDENTIAL PRIV FIXED INVEST-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CURA,US NET WORTH - HOUSEHOLDS & NONPROFITS (FOF) CURN,US TOTAL ASSETS - HHOLDS & NONPROFITS CURN,US FINANCIAL LIABILITIES - HOUSEHOLDS & NONPROFITS(FOF) CURN,"US GDP IN REAL TERMS,POTENTIAL OUTPUT (AR) CONA",US RATIO OF POTENTIAL AND ACTUAL REAL GDP (AR) SADJ
Q3 1973,4331.9,2840.6,231.3,1015.6,1589.4,574.4,21.4,209.9,255.6,970.5,1391.2,861.8,123.7,347.6,390.4,232,9.8,97.6,91.1,281.2,32.114,30.338,44.8,45.733,46.4,50.515,89650,85330,147478,4.8,77119,36.9,10.56,8.32,8.41,8.51,7.34,7.21,105.08,947.1,618.67,64.367,148.7,4.5,211.7,165.9,279.8,56.8,100.1,75,4546.508,5178.57,632.06,4225223,0.97537
Q4 1973,4373.3,2832.2,225.4,1011.9,1597.2,568.6,50.5,220.2,257.5,977.6,1432.3,876.9,121,357.4,398.5,232.6,25,107.6,98.7,288.8,32.75,30.962,45.933,46.5,47.2,51.248,90579,86236,148226,4.8,77850,36.8,10,7.5,7.61,7.41,6.83,6.75,102.217,850.86,547.93,63.233,163.5,7.9,209.8,168.8,266.4,57.7,102.2,72.7,4488.988,5138.08,649.09,4257750,0.97358
Q1 1974,4335.4,2807.8,219.6,998.6,1597.9,555.2,24,223,248.7,998.1,1447,895.1,119.1,369.1,406.9,231.5,12.5,116.7,110.3,301.4,33.376,31.879,47.3,47.233,49.6,50.797,91379,86709,148987,5.1,78217,36.6,9.32,7.62,7.48,7.35,7.03,7.05,95.667,846.68,530.91,61.467,154,3.5,208.6,169,246.9,59,103.6,69,4508.449,5161.61,653.16,4290334,0.98961
Q2 1974,4347.9,2819,221,995.1,1614.3,547.2,33.1,233.9,261.9,1004.7,1485.3,923.7,122.7,380.4,420.6,234.9,17.4,126.7,129.4,312.1,34.162,32.766,48.567,48.467,51.1,50.844,91584,86834,149747,5.2,78511,36.5,11.25,8.15,8.28,8.69,8.07,7.54,90.64,802.41,474.76,60,140.1,-0.1,207.8,168.8,236.1,61.3,106.1,67.5,4468.488,5142.44,673.95,4323353,0.99435
Q3 1974,4305.8,2831.6,222.4,997.1,1624.1,537.6,11.7,221.3,257.4,1006.2,1514.2,952.5,128.3,391.7,432.5,239.9,5.6,126.6,133.6,323.2,35.166,33.638,49.933,50.133,53.6,50.627,92253,87079,150498,5.6,78622,36.5,12.09,8.19,8.53,9.01,8.46,7.96,75.657,607.87,353.69,57.3,133,-0.5,198.8,169.9,228.3,61.4,111.1,67.4,4385.277,5076.99,691.71,4356835,1.01185
Q4 1974,4288.9,2790.8,200.4,983.1,1641,507.2,34.9,227,254.8,1009.8,1553.4,962.4,119.1,396.8,446.4,235.4,20.4,136.6,136.6,335.1,36.218,34.484,51.467,51.6,56,48.638,92688,86588,151253,6.6,78181,36.2,9.35,7.36,7.46,7.67,7.65,7.67,69.417,616.24,382.03,54.2,146.5,-20.5,196.4,163.7,198.3,63.2,112.1,60,4518.867,5223.69,704.82,4391129,1.02384
Q1 1975,4237.6,2814.6,204.6,987.2,1655.8,476.1,-13.8,228.7,229.3,1022.1,1570,988.6,123.5,404.4,460.7,228.7,-10,141.4,124.9,346.3,37.05,35.124,52.567,52.7,56.6,45.414,93023,85357,151987,8.3,76955,35.9,6.3,5.75,5.87,6.31,7.27,7.54,78.813,768.15,467.46,53.067,146.2,-46.5,186.3,152.8,186,61.7,109.3,57.7,4784.656,5488.69,704.03,4425268,1.04429
Q2 1975,4268.6,2860.5,208.4,1008.5,1674.2,469.4,-25.9,222,210.9,1014.2,1605.6,1017.4,128.2,415.6,473.7,230.7,-14,136.8,115.2,349.8,37.614,35.568,53.2,53.533,57.5,44.813,93619,85332,152708,8.9,76535,35.9,5.42,5.39,5.73,6.53,7.74,8.05,89.073,878.99,537.67,55.333,194.4,-101.6,179.3,149.8,190,60.4,110.4,59.9,5024.348,5742.51,718.16,4459111,1.04463
Q3 1975,4340.9,2901.2,221.9,1016.8,1683.9,481.2,-5.2,218.2,228.4,1032.2,1663.1,1051.3,137.9,427.8,485.5,239.2,-1.4,134.1,122.1,362,38.313,36.236,54.267,54.233,58.9,45.975,94128,86136,153579,8.5,77051,36,6.16,6.33,6.79,7.52,8.21,8.3,87.623,793.88,470.43,57.2,177.3,-58.4,180.3,151.5,203.2,61.3,113.3,64.6,4982.938,5720.22,737.28,4495985,1.03573
Q4 1975,4397.8,2931.4,228.4,1019.9,1703.3,490.1,-0.4,230.6,240.6,1040.9,1714.6,1080.2,144.3,435.1,500.8,247.3,0.3,142.5,128.7,372.9,38.987,36.85,55.267,55.167,60,46.968,94309,86497,154336,8.3,77744,36.1,5.41,5.63,5.97,6.68,7.84,8.06,89.113,852.41,503.73,58.4,185.4,-59.7,180.5,153.5,212.1,62,116.6,68.7,5141.477,5902.41,760.93,4530720,1.03022
Q1 1976,4496.8,2989.7,240.2,1040.1,1721.7,510.5,28.2,229,255.7,1043.4,1772.6,1114,153.8,445.4,514.8,260.1,14.7,143.6,138.9,379.1,39.418,37.261,55.9,56.2,60,48.38,95049,87686,155075,7.7,78791,36.2,4.83,4.92,5.26,5.98,7.47,7.75,99.527,999.45,579.44,60.833,186,-46.7,185.4,155.6,233.8,64.1,119.8,76.2,5347.898,6118.57,770.67,4565436,1.01526
Q2 1976,4530.3,3016.3,241.2,1054,1732.9,519.2,41.9,231.3,266.8,1032,1804.9,1133.7,156.3,452.7,524.7,269.1,22.4,146.6,147.1,380.1,39.84,37.585,56.4,56.967,60.4,48.997,95826,88591,155774,7.6,79327,36.1,5.2,5.16,5.52,6.28,7.48,7.77,101.62,1002.78,589.06,61.833,181.4,-41.6,184.8,158.8,240.6,65.1,123.4,80.7,5521.059,6318.14,797.07,4599547,1.01528
Q3 1976,4552,3047.9,244,1063,1753.4,524.6,39.4,238,277.6,1026.6,1838.3,1163.1,160,462.6,540.5,275.7,20.8,151.8,155.8,382.8,40.385,38.16,57.3,57.9,60.9,49.622,96626,89163,156527,7.7,79714,36,5.28,5.15,5.41,6.01,7.31,7.73,104.313,990.19,594.56,63.033,181.9,-45.3,186.6,163.2,236.6,66.7,128.4,80.6,5623.809,6446.14,822.33,4634597,1.01814
Q4 1976,4584.6,3088,248,1072.2,1781.4,551.5,13.4,240.4,286.8,1025.8,1885.3,1196.9,165.3,472.6,559,294.4,10.5,156.1,162.7,390,41.122,38.76,58.133,58.7,61.9,50.547,97102,89570,157222,7.8,80197,35.9,4.87,4.67,4.82,5.23,6.46,7.19,102.58,1004.65,612.01,64,176,-43.9,187.2,167.9,266.8,67.8,134.1,92.5,5785.527,6636.05,850.52,4669165,1.01845
Q1 1977,4640,3124.6,258.5,1078.5,1795.6,571.5,26.5,236.6,300.4,1035.1,1939.3,1232.5,173.9,483.9,574.7,311.8,14.8,155.4,176.4,401.4,41.796,39.444,59.2,59.667,63.1,51.567,97703,90359,157911,7.5,81023,35.8,4.66,4.63,4.87,5.42,6.78,7.35,101.78,919.13,566.01,65.2,169,-35.7,186.6,178,274.8,69.7,144.5,97.6,5877.348,6744.56,867.21,4704191,1.01383
Q2 1977,4731.1,3141.5,264.4,1076.5,1807,603.3,32.6,243,303.2,1045.8,2006,1260.4,178.8,492.2,589.4,335.4,19.5,161.9,183,411.8,42.401,40.122,60.233,60.633,64.3,53.126,98696,91661,158652,7.1,82102,36,5.16,4.84,5.07,5.69,6.83,7.37,99.033,916.3,582.61,66.3,193.1,-27.6,193.6,182.4,306.3,73.6,150.1,111.7,6056.668,6962.32,905.65,4740739,1.00204
Q3 1977,4815.8,3171.4,267.9,1078.3,1834,611.2,60.6,244.8,299,1047.7,2066.8,1291.7,183,498.7,609.9,347.5,30.9,162.3,182.9,417.3,42.917,40.728,61.067,61.5,65.2,53.749,99244,92409,159430,6.9,83147,35.9,5.82,5.5,5.76,6.28,6.97,7.36,98.053,847.11,558.4,66.833,215,-29.5,196.5,186.8,305.3,76.4,156.1,115,6186.117,7130.04,943.92,4778071,0.99217
Q4 1977,4815.3,3219.1,273.2,1098,1854.1,622.5,34.2,237,303.2,1044.4,2111.6,1329.8,189.2,513.8,626.9,361.4,24.1,157.8,187.4,425.8,43.852,41.312,61.967,62.333,66.3,54.134,100294,93639,160140,6.7,84125,35.9,6.51,6.11,6.41,6.96,7.38,7.6,93.947,831.17,555.12,67.1,216.9,-31,198,195.6,301.3,78.5,165.9,116.9,6330.75,7312.36,981.62,4814580,0.99985
Q1 1978,4830.8,3237.3,266,1104.8,1881.7,627.6,39.2,242.6,323.5,1046.1,2150,1359.9,187,524.3,648.7,371.3,25.5,164.6,203.3,431.9,44.505,42.008,63.033,63.433,67.4,53.96,100934,94553,160829,6.3,85001,35.6,6.76,6.39,6.69,7.31,7.82,8.01,89.35,757.36,527.1,66.867,215,-29.5,197.6,198.6,302.8,80,170.3,121,6478.949,7483.34,1004.39,4850696,1.00412
Q2 1978,5021.2,3306.4,286.7,1116.9,1907,673.2,38.6,267.8,324.5,1074.3,2275.6,1417.6,204.7,542.9,670,406.6,24.3,186.2,208.8,449.8,45.321,42.874,64.467,64.733,69.1,56.08,101947,95835,161525,6,86541,35.8,7.28,6.48,6.99,7.79,8.17,8.32,95.927,818.95,567.39,67.933,217.4,-2.4,216.9,214.1,317.3,90.3,185.8,130.6,6738.539,7792.52,1053.98,4887236,0.97332
Q3 1978,5070.7,3320.8,282.6,1128.9,1916.3,692.4,40.4,270.8,328.8,1082.9,2336.2,1448.7,205,558.5,685.1,426.4,25,191.3,215.1,459.9,46.072,43.623,65.967,66.133,70.6,56.566,102568,96397,162265,6,87435,35.8,8.1,7.31,7.6,8.45,8.43,8.49,101.657,865.82,610.95,68.033,227.4,-3.4,231.2,218.5,321.7,98.6,192,135.8,6993.438,8095.88,1102.44,4924959,0.97126
Q4 1978,5137.4,3347.8,284.7,1142.5,1926,707,46.2,281.6,333.4,1092.7,2417,1487.9,210.2,575.3,702.4,444.3,28.5,205.4,221.8,472.7,47.047,44.444,67.5,67.6,72.1,57.596,103484,97400,163024,5.9,88340,35.7,9.58,8.57,9.05,9.82,8.84,8.82,97.133,805.01,566.96,67.833,234.3,4.1,240.9,224.6,320.6,105.5,199.8,139,7152.629,8297.35,1144.73,4963239,0.9661
Q1 1979,5147.4,3365.3,281.8,1148.2,1945.5,712.6,36.6,281.8,332.4,1082.9,2464.4,1523.6,211.5,593.8,718.3,457.3,23.9,211.7,229.8,477.8,47.876,45.275,69.2,69.167,74.4,57.865,104383,98252,163756,5.9,89115,35.7,10.07,9.38,9.45,10.3,9.18,9.11,99.35,862.18,604.08,67.233,240.2,8.4,239.5,232.9,313.1,107.9,210.9,138.5,7459.316,8632.45,1173.13,5001334,0.97162
Q2 1979,5152.3,3364,275.3,1143.6,1963.6,707,40,282.5,334.2,1094.4,2527.6,1564.3,210.3,610.5,743.4,465.6,27.4,220.9,243.1,492.5,49.058,46.501,71.4,70.8,76.2,57.779,104327,98371,164447,5.7,89772,35.5,10.18,9.38,9.36,9.94,9.11,9.11,101.177,841.98,617.29,66.433,231.5,5.7,243,230.1,307.3,112.8,212.1,140.6,7722.688,8944.33,1221.64,5038009,0.97782
Q3 1979,5189.4,3397.3,283.3,1155.9,1971.1,719.8,15.3,292.7,329.1,1095.9,2600.7,1618.6,218.9,635.8,763.9,485.7,12.1,234.3,257.3,507.3,50.115,47.643,73.7,72.633,78.4,57.574,105209,99041,165200,5.9,90278,35.6,10.95,9.67,9.64,10.15,9.12,9.1,106.223,878.58,658.11,65.6,227.7,2.1,254.3,235.3,303.6,121.8,220.5,143.5,8012.219,9284.13,1271.91,5076903,0.97832
Q4 1979,5204.7,3407.1,275.9,1165.3,1984.4,713.1,8.5,311,336.3,1103.1,2660.5,1662.2,216.9,657.7,787.7,491,8.6,253.7,280.5,525.5,51.117,48.788,76.033,74.833,81.3,57.783,105923,99637,166055,6,90574,35.6,13.58,11.84,11.77,12.27,10.66,10.45,105.303,838.74,655.04,64.1,240,-9.2,262,232.3,292.1,128.3,221.3,141.4,8246.547,9564.39,1317.84,5117900,0.98332
Q1 1980,5221.3,3401.7,272.2,1162.3,1989.4,703,11.3,319.8,336.6,1120.8,2725.3,1709.1,220,679.6,809.4,495.3,9.9,268.5,304.3,546.8,52.195,50.242,79.033,77.6,84.5,58.043,106567,99862,166762,6.3,90890,35.4,15.05,13.35,13.24,13.93,12.27,11.99,110.3,785.75,609.58,62.967,242.8,-20.2,266,234.2,269.8,132.6,228.8,134,8420.617,9768.82,1348.2,5156106,0.98751
Q2 1980,5115.9,3325.8,241.8,1147.3,1977.7,641.8,10,325.8,312.1,1124.3,2729.3,1711.2,199.8,686.6,824.9,462.7,7.8,277.4,292.6,562.8,53.349,51.453,81.7,80.2,86.7,55.588,106767,98953,167416,7.3,90452,35.1,12.69,9.62,9.61,10.28,10.33,10.48,108.403,867.92,690.89,59.933,238.3,-49.2,260.1,218.5,219.9,132.3,218.6,111.7,8756.477,10124.42,1367.94,5194801,1.01542
Q3 1980,5107.4,3362,253.3,1145.2,2002.5,648.1,-42.6,325.1,289.6,1108.8,2786.6,1770.1,213.1,699.6,857.5,477.3,-33.9,284.7,279.2,567.6,54.56,52.65,83.233,81.4,89.5,54.696,107121,98899,168111,7.7,90043,35,9.84,9.15,9.35,10.14,10.66,10.95,123.28,932.42,765.33,62.2,246.6,-61.2,261.4,220.5,223.6,135.8,225.3,116.3,9150.379,10554.03,1403.65,5234624,1.02491
Q4 1980,5202.1,3406.8,261.4,1151.4,2032.7,673.8,-10.7,323.2,305.2,1107.7,2916.9,1838.1,223.8,718.6,895.8,507,-9.1,292.5,299.2,587.5,56.071,53.955,85.567,83.933,91.3,56.789,107442,99499,168694,7.4,90721,35.3,15.85,13.61,13.26,13.84,12.65,12.42,133.117,963.99,823.27,63.4,277.6,-48.7,269.1,224,245.5,144.1,232.2,130.8,9468.617,10916.1,1447.48,5272581,1.01355
Q1 1981,5307.5,3421.3,269.2,1162.1,2020.3,678.7,48.7,329.2,318.2,1122.5,3052.7,1893.7,233.5,745.8,914.5,524.4,38.8,305.5,319.7,610.1,57.517,55.351,87.933,85.9,93.7,56.907,108274,100239,169279,7.4,91110,35.3,16.57,14.39,13.65,14.12,13.2,12.96,131.52,1003.87,827.61,61.9,275.6,-27.5,268.8,230,241.1,150,243,131.3,9639.207,11097.09,1457.88,5311719,1.00079
Q2 1981,5266.1,3422.1,258.3,1165.6,2037.2,683.2,13.4,331.1,318.7,1124.9,3085.9,1925.5,228.3,756.2,941,539.7,11.7,308.4,322,622.5,58.598,56.267,89.767,87.8,96.1,57.11,108848,100801,169837,7.4,91348,35.3,17.78,14.91,14.28,15.13,14.19,13.75,132.813,976.88,805.19,61.9,281.8,-35.4,279,232.1,232.9,161,249.8,128.9,9881.039,11376.56,1495.52,5350847,1.01609
Q3 1981,5329.8,3435.7,266.7,1165.6,2037.6,683.3,52.1,324,315.1,1122.3,3178.7,1965.1,239.2,763.2,962.6,548.8,44,302.3,309.9,628.4,59.641,57.197,92.267,90.767,96.9,57.701,108525,100482,170413,7.4,91541,35.1,17.58,15.05,15.06,16.32,15.43,14.85,125.677,849.98,708.44,60.133,338.7,-43.4,286,237.6,215,169.7,258.6,120.4,9930.906,11458,1527.1,5390545,1.0114
Q4 1981,5263.4,3409.7,246.9,1167.4,2041.2,680.8,25.4,325.5,324.2,1132.7,3196.4,1979.9,224.3,770.4,985.2,557.4,24.8,304.7,319.4,649,60.729,58.066,93.767,92.533,97.9,56.398,109057,100077,170990,8.2,91139,35,13.59,11.75,12.21,13.55,14.13,14.09,122.17,875,751.9,58.7,353.2,-76.6,307,235.5,192.9,188.5,259.3,109.6,10208.96,11768.66,1559.7,5431173,1.03187
Q1 1982,5177.1,3432.2,255.4,1168.8,2050.3,660,-24.4,311.4,314.9,1131.5,3186.8,2018,234,776.1,1008,547.9,-21.5,293.2,309.5,658.6,61.555,58.798,94.6,93.667,98.8,55.262,109374,99709,171497,8.8,90510,34.7,14.23,12.81,13.07,14.33,14.39,14.29,114.207,822.77,682.22,58.667,330.8,-101,297.2,231.2,181.8,186.6,256.5,104.8,10304.63,11866.64,1562.02,5471156,1.0568
Q2 1982,5204.9,3444.3,256.2,1170.6,2060.9,637,-4.6,313.3,309.8,1138.2,3242.7,2044.4,236.6,778.6,1029.3,535,-4.2,294.7,299.1,671.9,62.302,59.357,95.967,95.4,99.3,54.57,110117,99745,172020,9.4,90030,34.8,14.51,12.42,12.55,13.8,14.06,13.93,114.12,811.93,666.36,59,352.1,-107.4,287.4,222.5,176.1,182.5,249.6,102.9,10411.96,11998.33,1586.37,5511869,1.05898
Q3 1982,5185.2,3470.8,258.2,1177.2,2079.9,619.3,6.6,299.4,324.1,1146,3276.2,2092.4,239.1,793,1060.3,522.9,5.8,279.6,309.3,684.7,63.182,60.285,97.633,97,100.5,53.762,110526,99543,172522,9.9,89344,34.8,11.01,9.32,10.38,11.84,13.11,13.12,113.82,896.25,731.49,59.267,349.1,-146.4,271.5,218.5,175.5,172.9,246.5,103.5,10645.74,12243.65,1597.91,5552936,1.07092
Q4 1982,5189.8,3533.9,270.6,1188.6,2116.8,618.2,-47.5,285.7,311.4,1165.8,3314.4,2154.2,251.2,802.7,1100.3,522.8,-39.8,265.3,294.9,706.8,63.863,60.959,97.933,97.333,101.4,52.739,110959,99120,173046,10.7,88807,34.6,9.29,7.91,8.26,9.13,10.47,10.67,136.71,1046.54,856.79,60.8,312.8,-181.4,265.4,214.5,188.4,168.3,243,111.5,10955.13,12588.48,1633.35,5595995,1.07827
Q1 1983,5253.8,3568.5,273.1,1194.5,2145.1,631.8,-42.3,290.3,318.5,1174.6,3382.9,2194.1,255.3,806.3,1132.5,531.7,-35.1,270.7,295.3,716.7,64.388,61.485,98,97.933,101,53.338,110639,99143,173505,10.4,88987,34.7,8.65,8.11,8.18,8.86,10.12,10.56,147.65,1130.03,930.81,63.467,332.4,-180.6,254.6,213.8,220.5,158.6,241.9,131.2,11295.5,12923.91,1628.41,5638733,1.07327
Q2 1983,5372.3,3639.5,293.6,1206.4,2176.1,656.2,-5.8,291.2,343,1184.6,3484.1,2258.2,275.5,824,1158.7,549.9,-7.7,272.5,318,729.1,64.853,62.049,99.133,98.9,101.4,54.568,111168,99945,173957,10.1,89663,34.9,8.8,8.4,8.47,9.18,10.23,10.54,162.733,1221.96,1029.99,66.067,322.9,-166.4,242.6,224.7,246.6,149.5,253.4,147,11600.69,13282.72,1682.03,5682440,1.05773
Q3 1983,5478.4,3704.1,305.2,1224.3,2208.2,695.3,-4.9,295.6,369.7,1205.2,3589.3,2328.6,287.9,842.3,1198.4,581.9,-4.2,278.2,343.4,748.2,65.517,62.865,100.1,100.133,101.9,56.464,112095,101611,174449,9.4,90591,34.9,9.46,9.14,9.31,10.3,11.42,11.63,165.513,1233.13,1017.62,67.267,325.2,-175.9,248.2,237.7,271,152.6,266.8,162.4,11721.1,13460.49,1739.39,5727203,1.04541
Q4 1983,5590.5,3762.5,320.7,1236.5,2233.5,736,27.4,301.5,387.9,1184.8,3690.4,2381.3,304.5,852.1,1224.8,616.8,23.9,286.6,358,739.8,66.012,63.29,101.1,101.433,102.2,57.927,112160,102588,174950,8.5,91855,35.1,9.43,8.8,8.98,9.95,11.41,11.69,165.747,1258.64,1006.41,68.6,354.4,-149.6,255.1,258.1,282.5,156.6,289.3,170.8,11802.06,13602.38,1800.32,5772832,1.03261
Q1 1984,5699.8,3794.9,333.2,1243.2,2241.1,759.1,81,307.8,419,1196.6,3809.6,2427.6,316.3,866.4,1244.9,636.7,73,293,388,767.4,66.837,63.968,102.533,102.833,103.4,59.624,112512,103664,175679,7.9,93068,35.2,9.69,9.17,9.28,10.18,11.64,11.94,160.36,1164.89,969.29,70.1,410,-131.4,269.6,263.1,290.3,165.7,294.3,176.6,11960.68,13785.22,1824.54,5823404,1.02169
Q2 1984,5797.9,3849.3,340.8,1265.4,2263,790.4,75.6,315.5,436.6,1222.4,3908.6,2486.3,325.7,883.8,1276.9,665.8,69.3,302.2,406.5,791.5,67.414,64.592,103.5,104.1,103.8,60.543,113521,105040,176125,7.4,94106,35.1,10.56,9.8,10.22,11.55,13.01,13.2,155.757,1132.4,934.51,70.3,437,-137.3,283.2,276.2,295.7,175.8,308.6,181.4,12125.15,14011.57,1886.42,5868161,1.01212
Q3 1984,5854.3,3879.1,340.8,1269.5,2292,807.3,78.7,322.4,447.9,1231.4,3978.2,2524.9,326.3,889.7,1308.9,682.1,71.3,305.7,409.6,803.6,67.953,65.091,104.4,105.4,103.9,60.947,113837,105363,176595,7.4,95037,35.1,11.39,10.32,10.53,11.81,12.83,12.87,160.537,1206.71,1017.09,70.267,466.8,-150.6,292.2,285.6,292.9,182.5,318.2,181.4,12483,14425.9,1942.89,5914287,1.01025
Q4 1984,5902.4,3930.2,351.9,1276.7,2322.9,821.9,49.9,329,461.1,1257.9,4036.3,2574.3,337.7,898.7,1338,696.3,48,308.6,416.4,825.5,68.385,65.5,105.3,106.467,103.9,60.99,114257,105944,177132,7.3,95886,35,9.27,8.8,8.99,10.02,11.49,11.74,165.19,1211.57,1013.92,70.567,466.4,-157.4,295.2,294.8,293.2,185.5,327.8,183,12752.06,14763.47,2011.41,5962310,1.01015
Q1 1985,5956.9,3996.2,364.6,1283.9,2368,828.1,16.3,329.2,450.9,1272.2,4119.5,2645.7,351.7,910.5,1383.6,703.8,16.2,305.4,397.3,845.7,69.155,66.205,106.267,107.633,104.1,61.167,114976,106615,177522,7.2,96551,34.9,8.48,8.18,8.43,9.39,11.19,11.58,177.303,1266.78,1106.01,72.033,412.3,-122.3,307.7,293,292.3,194.9,325.6,183.3,13129.34,15212.43,2083.08,6006963,1.0084
